Employee ID,First Name,Last Name,Gender,Date of Birth,Job Title,Department,Manager Name,Hire Date,Email,Phone Number,Address,City,State,Country,Postal Code,Salary,Employee Status,Date of Termination,Performance Rating
980292,Gina,Howard,Female,1987-10-18,"Psychologist, prison and probation services",Marketing,Suzanne Murray,2024-03-14,bernardrobert@example.org,+1-843-498-5298x940,078 Combs Corner Apt. 415,Port Kellyfort,Vermont,Greenland,08478,55917,Active,,2
541342,Douglas,Yang,Female,1967-12-23,Environmental health practitioner,Operations,Danielle Moore,2019-12-25,shaffercindy@example.org,510-329-1813,87601 Sullivan Ferry Apt. 849,Villarrealville,Nevada,Cameroon,83888,42838,Active,,2
858311,Julie,Allen,Male,1991-02-04,Quantity surveyor,Finance,Keith Garcia,2023-01-30,elizabeth66@example.net,876-262-0471,97052 Khan Mount Suite 025,West Rachel,North Dakota,Iceland,67746,48226,Active,,2
368959,Diana,Hart,Female,1968-03-22,Health promotion specialist,Operations,Kevin Long,2022-12-03,mestes@example.net,(798)884-2599,02311 Villa Mountains,Kathleenbury,Connecticut,United Arab Emirates,23307,135441,Inactive,2023-01-21,4
64934,Cheryl,Wilson,Male,1988-09-27,Minerals surveyor,Sales,Crystal Johnson,2017-08-27,daniel76@example.org,+1-598-333-4774x3326,130 Patricia Lake,Carrollland,Michigan,Colombia,89939,135679,Inactive,2019-06-02,2
598076,Maria,Mason,Female,2000-10-12,"Surveyor, land/geomatics",HR,Laurie Gonzales,2021-02-03,carrolldavid@example.net,811-773-0985x0344,41893 Ross Centers,New Thomasview,Tennessee,Antarctica (the territory South of 60 deg S),04731,84308,Inactive,2021-12-11,3
350791,Pamela,Brown,Male,1995-12-03,Landscape architect,Operations,Rita Brown,2023-02-02,shafferanne@example.net,001-205-316-9918x724,8356 Turner Vista,North Sarah,Alaska,Singapore,26213,110016,Inactive,2024-04-06,1
505595,Brett,Cannon,Male,1987-12-08,Physiotherapist,Sales,Devin Kim,2020-12-12,james60@example.org,219.503.6890,02724 Lee Rapids,West David,Montana,Lesotho,86691,56040,Active,,1
262352,Shawna,Harris,Female,1973-09-07,"Producer, radio",Operations,Kevin Richardson,2024-01-28,misty38@example.com,588-610-5697x41328,52037 Benton Brooks,Huffview,Louisiana,Namibia,50855,79375,Active,,1
292649,Melissa,Cruz,Male,1984-09-23,Music tutor,Marketing,Bradley Harris,2017-10-30,qpatel@example.com,2857095493,0186 Garrison Place Suite 699,Franciscofurt,New Jersey,Samoa,31725,57284,Active,,3
838429,Felicia,Hill,Male,1995-08-19,Hotel manager,Finance,Ashley Johnson,2019-05-12,joseph49@example.org,949-254-2770,57836 Bethany Common Suite 985,South Hectorview,Kentucky,Trinidad and Tobago,65372,56675,Active,,2
154037,Monica,Douglas,Male,1966-06-25,Arboriculturist,HR,Gabrielle Valencia,2024-07-23,bobby30@example.net,940-358-0935x118,35956 Dawn Wells,Douglasmouth,Rhode Island,Solomon Islands,47724,83907,Inactive,2024-09-06,3
988261,Teresa,Howell,Male,1983-10-04,Armed forces operational officer,Finance,Sarah Buck,2015-02-16,lynchlindsey@example.net,001-589-853-6902x611,097 Stewart Fields,Rhondamouth,Kansas,South Georgia and the South Sandwich Islands,47944,70263,Inactive,2017-02-02,3
726739,John,Oconnor,Female,1983-04-27,Cartographer,Finance,Ann Jones,2020-11-09,cjacobs@example.com,692.683.6929,1166 Barbara Roads Apt. 270,North Robert,Wisconsin,Micronesia,93743,101585,Active,,2
911693,Austin,Reynolds,Male,1963-08-30,Consulting civil engineer,Sales,Michelle Sellers,2021-11-17,david83@example.net,915-859-9910x1576,2298 Edwin Avenue Suite 765,Thompsonshire,Louisiana,Western Sahara,13201,70443,Inactive,2023-04-30,4
50633,Anne,Merritt,Female,1978-02-08,IT trainer,Marketing,Lucas White,2017-02-16,cervantesjessica@example.net,668.449.9515,4773 Keith Green,East Elizabethberg,Connecticut,Costa Rica,72874,149941,Active,,1
627459,Rachel,Moyer,Male,1959-02-23,Records manager,Engineering,Mike Campbell,2024-05-30,hdennis@example.org,741.317.6741x241,152 Hill Roads,Lake Haileyton,Nevada,Bolivia,92920,144097,Inactive,2024-06-05,2
995290,Cynthia,Smith,Male,1998-08-05,Mudlogger,HR,Emily Baker,2017-04-08,ucervantes@example.com,423-218-3061x7893,496 Dana Orchard Apt. 434,Henryfurt,Rhode Island,Guinea-Bissau,71727,103040,Inactive,2019-02-17,1
117825,Sydney,Prince,Female,1987-04-01,Product manager,Finance,John Coleman,2017-09-09,qhuber@example.org,(562)877-9630x448,545 Myers Mills,Rosston,Louisiana,Libyan Arab Jamahiriya,95945,68697,Inactive,2020-04-24,1
469380,Robert,Armstrong,Male,1995-03-03,"Engineer, maintenance",Operations,Daniel Donaldson,2020-04-20,cassidysmith@example.net,5617558108,86342 Rivera Forge,North Barry,Alaska,Saudi Arabia,69517,53437,Inactive,2020-08-29,4
164569,Justin,Johnson,Male,1960-12-28,Glass blower/designer,Operations,David Bowers,2021-07-06,lorettamcdowell@example.org,318-860-0892,456 Kevin Mount,North Joseph,Tennessee,Morocco,62288,89359,Inactive,2021-11-27,4
233049,Tammy,Hoffman,Female,1978-01-18,"Social research officer, government",Sales,John Smith,2023-02-24,wbean@example.net,001-317-639-0637x579,11823 Watkins Corner Apt. 697,North Katrina,Kentucky,Isle of Man,41324,137060,Inactive,2023-03-24,2
337057,Hannah,George,Male,1976-12-09,"Engineer, manufacturing systems",Sales,Laura Gardner,2020-01-08,marcfletcher@example.net,+1-311-461-6202,1067 Connie Pine,Taylorside,Nebraska,Iran,01714,78895,Active,,4
308515,Jennifer,Beard,Female,1994-04-01,IT trainer,Sales,Pamela Elliott,2017-07-08,kellycohen@example.net,001-958-294-7735x228,2271 Larry Field Apt. 187,Codymouth,Rhode Island,Cayman Islands,09252,85934,Active,,3
659367,Alexis,Lee,Female,1987-09-11,Television/film/video producer,Operations,Kevin Weber,2021-07-21,ann31@example.net,(813)742-4912,973 Aaron Fort Apt. 192,East Thomas,Alabama,Gibraltar,10696,46840,Active,,5
846446,Scott,Ortega,Female,1979-04-14,"Restaurant manager, fast food",Engineering,John Long,2021-04-02,hkelly@example.com,819.732.4268x77418,57563 Patrick Fall,East Scotthaven,Illinois,Albania,77333,80683,Inactive,2022-10-27,1
960293,Jon,Dorsey,Female,1960-12-22,Haematologist,Operations,Timothy Williams,2018-12-31,colleen90@example.net,497.472.7810x5092,1070 Davis Plains,Tonyaborough,Tennessee,Nicaragua,97160,42185,Inactive,2020-06-08,3
949721,Valerie,Bowen,Female,1993-10-30,"Administrator, education",Operations,Richard Monroe,2015-09-28,leekathleen@example.org,001-641-627-0493x8620,57919 Davis Course Apt. 125,Port Garytown,Indiana,Northern Mariana Islands,49591,100338,Active,,2
322733,Mary,May,Male,1967-09-23,Insurance claims handler,Engineering,Nicolas Mitchell,2019-06-10,annettegutierrez@example.org,732-944-7417x595,96289 Victoria Mews,Debbieport,Indiana,Guam,92206,106029,Inactive,2023-10-21,1
810978,Jason,Robinson,Female,1960-10-31,Commercial art gallery manager,Sales,Dominique Lopez,2017-01-26,xwillis@example.net,(490)751-5026x7551,78207 Watkins Square Suite 673,Jennifermouth,New Mexico,Philippines,53080,79344,Active,,2
800244,Sarah,Mcintosh,Male,1987-05-05,Physiological scientist,Finance,Stephanie Morales,2015-03-07,williamnielsen@example.net,001-983-892-2501x425,0232 Parker Ferry,Port James,Colorado,Saint Kitts and Nevis,32578,60203,Inactive,2023-04-20,1
167069,Melvin,Ruiz,Female,2006-03-31,"Engineer, petroleum",Marketing,Elizabeth Guerra,2018-10-28,hugheslucas@example.org,(454)569-6815x7903,5809 Melendez Rue Apt. 273,East Kevinland,Michigan,Hungary,86227,63576,Inactive,2021-03-31,2
326203,Paul,Nicholson,Male,1976-06-15,"Pharmacist, community",HR,Frank Fleming,2016-07-03,wdrake@example.net,001-816-802-5298x6707,6419 Shaw Tunnel,Josephside,Mississippi,Bouvet Island (Bouvetoya),23941,95583,Inactive,2017-10-13,1
7294,Matthew,Villa,Female,1972-02-21,"Scientist, biomedical",Sales,Jessica Gibson,2015-07-09,hcampbell@example.com,450.695.4654x084,0754 Caitlin Knolls Apt. 863,North Amanda,Florida,Saint Lucia,19459,122958,Inactive,2020-03-10,4
362163,Teresa,Barker,Male,1994-04-28,"Teacher, adult education",Marketing,Billy Nguyen,2015-05-06,chelseacummings@example.org,(581)654-6602x4161,883 Nicholas Mountains Apt. 642,Walterton,Rhode Island,Iran,24259,128894,Inactive,2015-06-06,3
426962,Jamie,Casey,Male,1977-05-23,"Geologist, engineering",Marketing,Carol Daugherty,2020-02-08,walkerandrew@example.com,719.849.7969,055 Reed Mills Apt. 773,Lake Peter,Montana,Antigua and Barbuda,87100,114883,Active,,4
588592,Traci,Miller,Female,1979-05-20,"Horticulturist, amenity",Finance,Shannon Mcdonald,2017-05-06,claudiacunningham@example.com,001-504-587-3682x69116,422 Pierce Knoll,South Rachel,Louisiana,Ghana,48103,122611,Active,,3
526704,Amanda,Myers,Female,1992-05-14,"Psychologist, forensic",Finance,Margaret Cole,2017-09-18,iroberts@example.com,001-372-816-9666x30932,9329 Cohen Land,Lake Carolynfurt,Oklahoma,Malawi,25802,61152,Inactive,2023-11-12,3
917137,John,Kennedy,Male,1980-08-27,Consulting civil engineer,Finance,Calvin Johnson,2024-07-09,rstevens@example.net,232.278.1952x371,761 Rosario Stravenue Apt. 980,Castilloton,Maine,Sudan,52719,148567,Active,,3
418832,Jennifer,Hunt,Female,1987-11-10,Company secretary,Engineering,Dustin Baker,2024-07-22,bowenmichael@example.net,623-973-4151x77345,4949 Kathleen Drive Suite 035,Jenniferport,Virginia,Cayman Islands,74902,123085,Inactive,2024-09-02,4
705983,Kenneth,Manning,Male,1968-08-30,Translator,Finance,Michele Scott,2018-07-28,rosalesbrandy@example.org,001-404-758-8679,858 Gray Oval,Port Alicia,Idaho,Liberia,50291,41865,Active,,3
235746,Kyle,Walker,Female,2000-02-10,Communications engineer,Operations,James Porter,2024-05-19,larsenmegan@example.net,635.306.1581,9833 Robles Falls,East Hannah,New Jersey,Christmas Island,05774,119840,Inactive,2024-07-11,5
95797,Julia,Quinn,Male,1967-09-18,"Scientist, research (medical)",Finance,Bruce Perez,2024-08-28,imarshall@example.org,913-671-7173x18939,617 Brianna Roads,Gayview,Wisconsin,Ireland,79321,75486,Inactive,2024-09-04,2
531935,Timothy,Campbell,Female,1976-09-02,Ship broker,HR,Matthew Byrd,2023-04-02,connie12@example.com,6583772216,8231 Jason Parkway Suite 587,Lake Kevinborough,Oregon,Peru,20764,82436,Active,,2
803625,Randy,Jackson,Male,2000-03-18,"Designer, graphic",Finance,Sue Zavala,2021-10-14,jeremy47@example.com,(224)855-5746x966,5274 Lori Flats,Lake Jennifer,Maine,Syrian Arab Republic,49453,43103,Inactive,2023-05-31,4
341505,Angela,Stevenson,Male,2000-09-19,Retail manager,Marketing,Melissa Rodriguez,2018-10-30,markcastillo@example.net,001-870-267-3499,54857 Rodriguez Dale,West Tiffanychester,Georgia,Tunisia,20216,117307,Inactive,2020-07-12,5
589128,Christopher,Sanchez,Female,1996-07-29,Set designer,Finance,Hannah Taylor,2015-11-07,susan57@example.net,625.673.7553,16667 Marie Circle,Allenchester,Arizona,Madagascar,43370,143564,Inactive,2021-07-11,3
665189,Carlos,Jones,Male,1996-09-07,"Clinical scientist, histocompatibility and immunogenetics",Sales,Eric Palmer,2016-03-09,mbishop@example.org,001-264-877-2512x95786,96003 Simmons Green Apt. 958,Valdezborough,Wyoming,Swaziland,75793,86484,Active,,2
810540,Eddie,Parker,Male,1960-06-23,"Social research officer, government",Sales,Shirley Williams,2016-11-10,stephanie55@example.org,+1-833-242-6433x50271,360 Gonzales Flat Apt. 691,East Williamshire,Washington,Maldives,16452,61349,Active,,1
986391,Tracy,Jacobs,Female,1986-12-11,"Engineer, aeronautical",HR,Tracie Marsh,2020-10-25,hscott@example.com,3068661554,16704 Williams Vista Apt. 290,New Eric,Vermont,Latvia,05611,48019,Active,,3
389759,Christina,Morrow,Female,1970-06-05,Ecologist,Sales,Tammy Harmon,2017-10-13,natasha12@example.org,234.465.4950x0507,86982 Craig Keys Apt. 161,South Stevenchester,Ohio,Kazakhstan,18117,119071,Active,,3
499377,Terrance,Leach,Male,1980-08-31,"Solicitor, Scotland",Finance,Summer Barnett,2016-05-01,kvasquez@example.org,(638)322-3116,42457 Wolf Curve,Robertberg,Pennsylvania,Saint Pierre and Miquelon,04986,138033,Inactive,2023-02-01,1
207509,Tiffany,Smith,Male,1974-11-17,"Designer, television/film set",Marketing,Marcus Armstrong,2022-12-04,jacob96@example.com,779.748.7148,5787 Elizabeth Junctions,Bryanstad,Nevada,Norway,03832,111213,Active,,1
238157,Theresa,Greer,Male,1996-02-25,Hotel manager,HR,Morgan Parker,2022-02-11,burchteresa@example.org,(283)723-0358x9298,825 Craig Expressway,Port Sarah,Virginia,Canada,71387,119910,Inactive,2023-04-19,2
51288,Susan,Rush,Female,1985-03-20,"Scientist, research (maths)",Marketing,Patricia Mcdonald,2017-01-03,aaron48@example.net,439-891-0622x7236,335 Jeremy Harbor Apt. 619,East Scott,Utah,Falkland Islands (Malvinas),43423,41411,Active,,5
326275,Alexandria,Ingram,Female,1974-06-29,Primary school teacher,Finance,Lynn Weaver,2022-06-04,chadwerner@example.net,340-364-1769x27438,76601 Kirby Street Suite 485,Estradaview,Minnesota,Belize,02195,53255,Inactive,2024-07-11,2
232142,Brittany,Wade,Male,1991-11-22,"Surveyor, mining",Sales,Mary Bennett,2023-07-10,gwilliams@example.net,+1-919-911-3599x6605,6039 Andrew Isle,West Samanthatown,Washington,Korea,33729,87000,Inactive,2024-01-19,3
290070,Sean,Williams,Female,2006-04-08,General practice doctor,HR,Jason Townsend,2024-01-02,joy52@example.com,355-898-3541,726 Joseph Station Suite 557,Kariburgh,Massachusetts,Andorra,15112,64876,Inactive,2024-09-07,5
587711,Kenneth,Castro,Male,1985-10-10,Water engineer,Operations,Charles Davis,2021-07-30,dustin58@example.com,(426)614-9915x3703,3333 Wong Forge,North Kenneth,Alaska,Togo,80745,103343,Inactive,2023-12-11,4
578002,Yesenia,Lee,Male,1993-12-25,Telecommunications researcher,Marketing,Courtney Oneal,2021-04-12,jasmine54@example.com,(453)358-5125x389,519 Jennifer Stravenue Apt. 749,South Christinefort,Pennsylvania,Jordan,08975,62458,Active,,5
470253,Angelica,Brown,Female,1991-02-16,Data scientist,Engineering,Evelyn Jones,2019-05-23,stacey09@example.com,(726)237-4845x39862,591 Christina Pines,Crossborough,Kansas,Netherlands Antilles,24007,149542,Active,,1
680952,Sarah,Chandler,Female,1964-10-03,Chief Marketing Officer,Marketing,Audrey Rush,2021-04-14,ejames@example.org,521-745-2647x12463,7184 Natasha Circle,Lake Nathanielburgh,Alabama,Marshall Islands,02149,40610,Inactive,2022-08-02,4
28996,Lauren,Carroll,Female,1963-06-01,Drilling engineer,HR,Dana Jimenez,2023-10-19,theresadavis@example.net,(995)292-7282,144 Michael Falls,North Tyler,Rhode Island,Cape Verde,80873,84223,Inactive,2024-09-06,5
407734,Kristen,Raymond,Male,1981-09-19,Fine artist,Finance,Donald Horne,2023-01-16,laurawilliams@example.org,591.681.5899x8868,73466 Bennett Overpass Apt. 715,Lynchport,New York,Solomon Islands,38144,141035,Active,,5
871636,Bobby,Arroyo,Female,1998-09-02,"Teacher, English as a foreign language",Sales,Glenn Edwards,2015-07-05,williamskevin@example.org,(980)468-8285x031,513 Clark Route,North Sandraborough,Vermont,Brazil,38569,40621,Active,,3
185658,Valerie,Serrano,Female,1986-01-17,Armed forces operational officer,HR,Donald Sanchez,2019-02-01,tbecker@example.net,234-860-6664x3749,723 Dana Crescent,Port Tracy,Idaho,Mauritania,43411,61937,Inactive,2021-07-04,4
562309,Justin,Foley,Female,1966-01-28,Communications engineer,Marketing,Mackenzie Henson,2016-03-01,hgonzalez@example.org,771.913.0621x1369,9083 Jenny Cape,East Matthewview,Idaho,Guernsey,61060,66299,Active,,4
398494,Eric,Carter,Male,1974-01-08,Educational psychologist,Operations,James Barrett,2022-02-28,savagechad@example.org,+1-284-482-2850x116,0213 Patrick Port Apt. 691,Port Courtney,Oregon,Mayotte,10190,42594,Inactive,2023-10-20,5
296189,Gina,Hughes,Male,2005-03-01,Recycling officer,Sales,John Baird,2022-06-08,jcalhoun@example.com,+1-753-224-2642,2076 Vanessa Crossroad Suite 366,Murraymouth,New Hampshire,Zambia,51414,100754,Inactive,2023-10-27,3
697694,Raymond,Cummings,Male,1975-06-08,"Engineer, water",Operations,James Lee,2020-11-16,wkelley@example.com,(243)562-7187x496,8268 White Mills,Lake Jamieshire,Texas,China,36325,137776,Active,,4
603003,Kimberly,Gonzalez,Female,1980-03-25,Psychotherapist,HR,Miranda Anderson,2022-12-22,cheryl98@example.net,+1-401-511-0005x1553,59597 Morgan Extensions Suite 418,East Frank,Delaware,Martinique,81541,93697,Active,,5
579150,Courtney,Graves,Female,2005-08-24,Fisheries officer,Engineering,Elizabeth Thomas,2022-04-06,camposderek@example.com,967.720.9579x9270,51229 Byrd Drive Apt. 354,West Carriefort,Alaska,Nigeria,77875,94753,Active,,3
892603,Johnny,Palmer,Male,1992-01-05,"Investment banker, operational",HR,Brett Allen,2019-11-29,shane65@example.org,871-558-0290x904,6046 Richardson Passage Suite 652,Jenniferside,Illinois,Liechtenstein,37416,74953,Active,,4
963406,Emily,Trujillo,Female,1993-04-26,Clothing/textile technologist,Engineering,Lisa Drake,2016-07-07,charlesbrooks@example.org,001-431-910-0591,191 Janet Flats Apt. 211,South Latashabury,Indiana,Australia,94476,50408,Inactive,2021-11-01,3
555046,James,Roth,Female,1999-11-23,Electronics engineer,Marketing,Keith Lowe,2015-09-26,alopez@example.org,(534)428-9311,26949 Hunter Heights Apt. 645,New Adrian,Utah,El Salvador,37391,138867,Active,,1
64612,Bryan,Cooper,Male,2000-11-15,Planning and development surveyor,Engineering,Emily Roach,2022-04-12,rowlandemily@example.com,001-959-719-4575,7583 Brenda Canyon Suite 677,Sandrafurt,New Jersey,Trinidad and Tobago,61369,99267,Active,,2
773701,Karen,Barnes,Male,1968-03-07,Investment analyst,Marketing,Veronica Chen,2021-06-27,alexis22@example.net,(531)206-7245,2484 James Rest Suite 662,Costaton,Minnesota,Botswana,09270,82373,Inactive,2022-09-19,5
148350,Joe,Harding,Male,1987-01-10,Recycling officer,Engineering,Summer Welch,2020-06-14,gabriella69@example.org,+1-928-745-5259x710,35357 Peters Ports Suite 325,Lake Brittany,Kansas,Suriname,33150,104040,Inactive,2021-10-13,1
535780,Nicole,Cruz,Male,2001-02-16,IT technical support officer,Engineering,Allison Ford,2019-03-21,colekimberly@example.com,001-425-607-3305x597,5983 Susan Ranch Apt. 403,Johnfurt,Nevada,Reunion,01931,79082,Inactive,2020-06-10,2
310486,Anthony,Pearson,Female,1964-01-19,"Merchandiser, retail",Marketing,Kimberly Kaiser,2022-04-17,mpeters@example.com,001-251-347-4397x42925,8752 Decker Lane,Lake Ryanmouth,Montana,Christmas Island,43310,120357,Active,,3
339753,Ariel,Carroll,Male,1967-09-01,Research scientist (maths),Engineering,Sara Taylor,2016-06-07,shelbyyoung@example.com,(851)465-1768x086,72143 Brian Springs,North Dawnbury,New Mexico,Armenia,06029,68704,Active,,2
912767,Devin,Flores,Female,2001-11-10,Occupational hygienist,Engineering,William Roberts,2015-02-04,cpierce@example.org,001-703-439-7051,28094 Hawkins Pass Suite 239,Matthewmouth,Kentucky,India,16120,125257,Inactive,2015-08-02,4
467186,Carrie,Curtis,Female,1972-08-13,Electrical engineer,Engineering,Bobby Ballard,2018-03-11,kathleenfitzgerald@example.com,001-239-645-7039x438,25376 Ellis Lock,South Timothy,Rhode Island,France,87929,72573,Active,,5
112471,Nicole,Farrell,Male,1959-06-16,Graphic designer,Engineering,Kevin James,2024-05-11,coltonrichardson@example.net,365.614.6040,7310 Thompson Creek,Lake Jimmyshire,Vermont,Moldova,36301,75398,Active,,5
503028,Bryan,Holt,Male,1963-02-16,Occupational therapist,Operations,Nicholas Johnson,2022-01-19,agutierrez@example.net,5145473404,09687 Jennifer Summit Apt. 451,Stephenfort,Ohio,Central African Republic,49425,126324,Inactive,2024-05-08,5
152773,Malik,Fowler,Female,1970-07-13,Telecommunications researcher,Marketing,Nathan Lucero,2019-09-02,lisawalton@example.com,+1-486-256-1942x55778,295 Melissa Ports Apt. 361,Gilmorehaven,Ohio,Armenia,68601,53607,Active,,3
979899,Andrea,Dunlap,Male,2005-03-29,"Lecturer, higher education",Marketing,Daryl Dennis,2021-01-16,zmills@example.org,001-356-913-7230,43643 Stephanie Field,North Anthonyville,Indiana,Colombia,89693,49350,Active,,3
474584,Stephanie,Henderson,Female,2003-09-18,Operational researcher,Engineering,Heidi Evans,2021-04-16,jared69@example.net,399.807.0755x0476,706 Sydney Trace Apt. 748,North Johnville,New Jersey,Hong Kong,98680,84221,Active,,5
492075,Austin,Collins,Female,1973-06-06,Visual merchandiser,Marketing,Cody Sutton,2015-03-05,ljones@example.com,696-480-4918x727,9561 Tanya Club,South Todd,Alabama,Iceland,98088,145749,Active,,4
46005,Kevin,Walker,Female,1974-04-05,"Producer, television/film/video",Operations,Stacy Wilson,2017-06-28,davidirwin@example.net,001-307-875-6085,46861 Christopher Wells Suite 768,East David,Hawaii,Benin,75267,64483,Active,,4
691915,Wendy,Brooks,Female,1991-03-19,Broadcast engineer,Operations,Jacob Gutierrez,2024-03-19,halldylan@example.org,001-660-450-8018x4980,73377 Lewis Extensions Suite 881,Lake David,North Carolina,Cameroon,09413,102611,Active,,5
172734,John,Molina,Female,1974-01-10,Garment/textile technologist,Marketing,Brian Reynolds,2020-02-23,qjohnson@example.net,(667)993-2798x623,9061 Janet Trail,Port Darlene,Mississippi,Fiji,52047,76809,Inactive,2022-09-22,3
876949,Amanda,Murphy,Female,1990-09-02,Sales promotion account executive,Marketing,Paul Pitts,2024-03-22,taylordavis@example.com,588-591-4444x98355,3586 Baker Manors Apt. 924,Lake Gina,Virginia,Mauritius,72971,82092,Active,,4
610008,Abigail,Wilson,Female,2002-02-24,Fine artist,HR,Carly Schultz,2020-06-07,paigepacheco@example.com,667.349.7852,68601 Lisa Glens Suite 789,Williamchester,Illinois,Ethiopia,07184,96060,Inactive,2021-05-08,5
499508,Samuel,Edwards,Male,1971-01-07,Community education officer,Finance,Kathleen Gamble,2015-05-23,ramirezamy@example.com,(716)630-9001,3339 Reilly Knoll Apt. 208,Kathrynburgh,Missouri,Costa Rica,71504,120779,Active,,2
95606,Ashley,Mendez,Female,1991-10-13,Company secretary,Engineering,John Russell,2018-10-23,llynch@example.org,310-334-6996x733,772 Jefferson Terrace Suite 084,Lake Travis,North Dakota,Guam,42716,42715,Inactive,2024-01-17,5
406743,Mary,Obrien,Female,1968-07-11,Careers adviser,Sales,Mary Vega,2017-07-23,uclark@example.com,(243)843-6970x9317,6076 Blankenship Corners Suite 453,Michaelview,New Mexico,Cayman Islands,22592,68722,Active,,1
399973,Michael,Hodges,Male,1969-06-30,Chief Executive Officer,Sales,Heather Williams,2016-01-16,shawn42@example.com,423-664-2813x190,2303 Carlos Courts Suite 281,Transtad,Washington,Christmas Island,20518,109947,Active,,2
825133,Alan,Foley,Female,1993-08-14,Advertising art director,Sales,William Brown,2016-12-27,brandonmoore@example.org,395.594.7372,901 Taylor Heights,Ricefort,Utah,Saudi Arabia,52276,112130,Inactive,2020-12-15,5
678799,Sherry,Gomez,Female,1975-10-21,"Scientist, research (physical sciences)",Marketing,Garrett Hodge,2016-11-03,clarkcarol@example.com,519-866-6450x5730,9246 Douglas Forks,Kingfurt,New Jersey,Rwanda,61476,88702,Active,,4
136749,Robert,Williams,Male,2002-03-31,Chiropractor,Finance,Nathaniel Bell,2021-04-08,smiller@example.com,487.607.1553x48201,83850 Powell Union,Reedmouth,Maine,Heard Island and McDonald Islands,07174,145018,Active,,4
795337,Tony,Gallagher,Male,2004-01-14,Sports therapist,Operations,Kaitlyn Hunter,2017-04-20,trivera@example.com,001-642-223-1964x6300,69362 Payne Glens,North Vickie,Hawaii,Togo,05411,74800,Inactive,2019-03-01,1
491055,Rose,Martin,Female,1966-06-20,Cartographer,Operations,Steve Lam,2021-01-09,qsosa@example.net,+1-585-558-2984,7458 Porter Stream,Williamsshire,Maryland,Spain,34270,53958,Active,,5
234488,Megan,Robinson,Male,1990-04-17,"Designer, ceramics/pottery",Engineering,Heidi Wagner,2021-09-18,vbarnes@example.com,832-897-1506,7055 Kyle Oval,Reillyfurt,Pennsylvania,Croatia,53626,96374,Active,,3
255051,Cheryl,Martin,Male,1999-05-21,"Journalist, newspaper",Sales,Nicholas Miller,2016-02-03,hoganalan@example.net,(371)220-0720x24559,5109 Vanessa Ridges,Port Sandraburgh,Montana,Swaziland,64773,54095,Inactive,2021-01-17,5
645330,Mary,Jones,Female,1968-02-16,Bookseller,Marketing,Catherine Green,2023-06-15,crawfordjeffrey@example.com,6658277584,45337 Jacqueline Camp Apt. 091,North Whitney,Florida,Canada,95235,49626,Inactive,2024-02-18,3
607408,John,Olson,Female,1967-01-14,Sub,Operations,Briana Pineda,2018-04-06,xdouglas@example.org,(935)410-0462x7765,659 Adrian Tunnel Apt. 461,Hutchinsonmouth,Georgia,Armenia,18895,71460,Inactive,2019-12-25,3
755797,Henry,Johnson,Male,2001-09-01,Media planner,Operations,Matthew Mendez,2020-06-06,garciakelsey@example.net,532.858.4868,9848 Williams Isle,South Bridgetland,New Mexico,Switzerland,55190,100757,Active,,3
875353,Brittany,Cole,Female,2003-01-24,Arboriculturist,HR,Elizabeth Riley,2021-05-30,adam30@example.org,636.206.0148x860,388 Chan Walk Apt. 685,New Diana,Alabama,Poland,56796,50443,Inactive,2023-06-14,2
21695,Cory,Velazquez,Female,1970-03-13,"Horticulturist, commercial",Operations,Jonathan Martin,2021-12-12,jessicaward@example.com,988-711-2103x1421,878 Timothy Ridges,Kristenstad,Colorado,Guinea,23621,90840,Active,,5
990842,John,Smith,Male,1963-01-04,"Designer, textile",HR,Matthew Boyd,2023-10-17,timothymiddleton@example.net,(905)366-1863x239,787 Morris Land,North Benjamin,Illinois,Afghanistan,75335,86585,Active,,3
680228,Matthew,Brady,Male,1980-02-21,"Psychologist, educational",Engineering,Dennis Davis,2023-07-20,watkinsthomas@example.net,+1-851-690-5348,04246 Juan Vista,Zavalahaven,Mississippi,Belarus,65812,80420,Inactive,2023-08-06,4
27417,Tina,Murphy,Male,1968-01-17,"Scientist, water quality",Sales,Carol Garcia,2016-08-15,villegaskatrina@example.com,629-339-1304,416 Larry Wells Suite 154,East Caseyshire,Alabama,Botswana,63019,45573,Inactive,2020-01-28,3
568290,Daniel,Moore,Male,1964-04-10,"Lecturer, higher education",HR,Jacob Hull,2016-06-17,ruizjessica@example.org,(983)560-8493,3963 Cooper Lodge,Bartlettport,Louisiana,Egypt,81291,56337,Inactive,2021-12-22,3
634656,Tyler,Levine,Female,1998-11-22,"Engineer, aeronautical",Operations,Johnny Anderson,2017-10-30,coffeyjohn@example.net,3332016234,106 Matthew Mission,East Jennifer,Delaware,Trinidad and Tobago,48834,82613,Inactive,2023-06-10,4
544070,Erin,Ramos,Male,2001-11-28,Dancer,HR,Paul Lopez,2018-10-28,rburns@example.com,6405672007,42442 Hammond Mountains Apt. 975,Dawnmouth,Illinois,Portugal,36626,102499,Inactive,2020-03-09,3
503683,Jeffrey,Conway,Male,1974-08-24,"Radiographer, diagnostic",Marketing,Jeffery Fry,2023-05-14,danielgriffith@example.net,614-584-6019x134,780 Susan Islands,Bradleytown,New Mexico,Congo,25060,54216,Inactive,2023-11-25,4
